road_id,name,highway,lanes,maxspeed,surface,oneway,bridge,tunnel,osm_id,length_m,geometry_wkt
1,Velachery Bypass Road,primary,2,50,asphalt,yes,,,way/22688386,466.45,"LINESTRING (80.2196271 12.9914386, 80.2195551 12.9913215, 80.2192915 12.9905341, 80.2191001 12.9900216, 80.2189178 12.9895322, 80.2187315 12.9890468, 80.2185724 12.9885725, 80.2185055 12.9883073, 80.2184435 12.9879886, 80.2183524 12.9874273)"
2,RajaLaxmi Nagar 3rd Main Road,tertiary,2,,asphalt,,,,way/23079581,126.35,"LINESTRING (80.217938 12.9842224, 80.2185792 12.9843056, 80.2187995 12.9843314, 80.218905 12.9843438, 80.2189374 12.9843476, 80.219046 12.9843603, 80.2190934 12.9843659)"
3,Sabari Salai,secondary,,40,asphalt,no,,,way/23227994,521.09,"LINESTRING (80.1914144 12.9654063, 80.1915804 12.9653705, 80.1916717 12.9653567, 80.192765 12.9651246, 80.192895 12.9651357, 80.1930928 12.9651365, 80.1932712 12.9651208, 80.1935116 12.9650946, 80.1940099 12.9649849, 80.1948869 12.9647829, 80.1949409 12.9647764, 80.1950267 12.9648228, 80.1951179 12.9648254, 80.195248 12.9648059, 80.1961207 12.964658)"
4,Lakeview Street,tertiary,,,,,,,way/25504312,405.44,"LINESTRING (80.1985794 12.9915007, 80.1986614 12.9914752, 80.1994991 12.9911157, 80.2001288 12.9908129, 80.2002242 12.990724, 80.2004867 12.9904333, 80.2007045 12.9902435, 80.2009962 12.9901041, 80.2012493 12.9899836, 80.201518 12.9899032, 80.2016592 12.9898244, 80.2018045 12.9897433)"
5,Masthan Gori Road,residential,,,,,,,way/25504441,322.15,"LINESTRING (80.20266957714385 12.9924, 80.2026415 12.9921734, 80.2026418 12.9921029, 80.2026436 12.9917285, 80.2026431 12.9917043, 80.2026372 12.9914273, 80.2026335 12.9912547, 80.2025973 12.9909693, 80.2025333 12.9902239, 80.2025241 12.9901123, 80.2024923 12.9897524, 80.2024739 12.989497)"
6,West Karikalan Street,residential,,,,,,,way/25504467,348.62,"LINESTRING (80.1988838 12.9922217, 80.1983434 12.9922984, 80.1982468 12.992309, 80.1977887 12.992359, 80.1973828 12.9923877, 80.1968929 12.9923784, 80.1964766 12.9923131, 80.1960197 12.9922588, 80.1956929 12.9922102)"
7,Nanganallur 1st Main Road,tertiary,,,asphalt,no,,,way/25552951,716.26,"LINESTRING (80.1891 12.982991884678846, 80.189465 12.9829864, 80.1900741 12.9829633, 80.1902943 12.982953, 80.1909052 12.9829245, 80.1920289 12.9828515, 80.1924205 12.9827848, 80.1927556 12.9827267, 80.1931421 12.9826464, 80.1935473 12.9825533, 80.1938674 12.9824786, 80.193961 12.9824313, 80.1940745 12.9822011, 80.1946212 12.9816924, 80.194813 12.9815509, 80.1948803 12.9815154, 80.1949583 12.9814809, 80.1950376 12.9814722, 80.1951201 12.9814755, 80.195227 12.9814808)"
8,Nanganallur 100ft Road,residential,,,asphalt,,,,way/25553310,263.1,"LINESTRING (80.1911932 12.975427, 80.1904302 12.9758802, 80.1896456 12.9763167, 80.1893527 12.9764882, 80.1891 12.976627259763315)"
9,Kakkan Nagar Main Road,tertiary,,,,,,,way/25556182,443.5,"LINESTRING (80.20600525758898 12.9924, 80.2058473 12.9919874, 80.2058126 12.9919179, 80.2055741 12.9914413, 80.2052312 12.9905523, 80.2051628 12.9903304, 80.2049944 12.9894652, 80.2048999 12.9891277, 80.2048546 12.9889661, 80.2048306 12.9885877)"
10,Madipakkam Main Road,residential,,,,no,,,way/25561949,757.91,"LINESTRING (80.1899181 12.9690131, 80.1909282 12.9687151, 80.1914592 12.9685655, 80.1916274 12.9685121, 80.1920509 12.9684122, 80.1922207 12.9683719, 80.1926786 12.9682775, 80.1930615 12.9681903, 80.1936371 12.9680625, 80.1941148 12.9679483, 80.1941422 12.9679417, 80.1941691 12.9679287, 80.1941832 12.9679169, 80.1941905 12.9678973, 80.1941952 12.9678803, 80.1941925 12.9678509, 80.1941779 12.9677225, 80.1941449 12.9674327, 80.1941449 12.9674144, 80.1941549 12.9673961, 80.194167 12.9673837, 80.1941825 12.9673713, 80.1947011 12.9672861, 80.196145 12.9670161)"
11,Anna Salai,residential,,,,,,,way/25562013,267.37,"LINESTRING (80.1917865 12.9804971, 80.1917248 12.9799745, 80.1915966 12.9792583, 80.1915137 12.9788498, 80.1914434 12.9784695, 80.1913825 12.9781139)"
12,Lakshmi Nagar 9th Street,residential,,,asphalt,,,,way/25562252,21.05,"LINESTRING (80.1892939 12.9758326, 80.1891 12.975839802772933)"
13,விக்னேஷ்வரா நகர் 1வது தெரு,residential,2,,asphalt,,,,way/25562280,183.44,"LINESTRING (80.1907954 12.9710173, 80.1902388 12.9711435, 80.189159 12.9714332)"
14,Gangai Amman Koil Street,residential,,,,,,,way/25562473,351.58,"LINESTRING (80.2184145 12.9883099, 80.2176869 12.9884057, 80.2171809 12.9884853, 80.2169403 12.9885383, 80.2167365 12.9886324, 80.2165581 12.9887474, 80.2164227 12.9888454, 80.2163878 12.9889068, 80.2163098 12.989104, 80.2162966 12.9891825, 80.2162567 12.9895385, 80.2162505 12.9896216, 80.2162177 12.9899355)"
15,Ponniamman Koil Street,tertiary,,20,,,,,way/25562487,847.22,"LINESTRING (80.1972991 12.9794004, 80.1973276 12.9790557, 80.1973482 12.9786197, 80.1974382 12.9774805, 80.1973938 12.976972, 80.1974293 12.9763815, 80.1974719 12.9755516, 80.19747 12.9749463, 80.1974716 12.974645, 80.1974675 12.974293, 80.1974729 12.9741749, 80.1974331 12.9740374, 80.1970519 12.973976, 80.1969085 12.9734591, 80.1968764 12.973329, 80.196837 12.9730978, 80.1966301 12.973108, 80.1966186 12.9731049, 80.1966067 12.9730963, 80.1965978 12.9730812, 80.1965538 12.9728369, 80.1964637 12.9723418)"
16,2nd Main Road,tertiary,2,,asphalt,,,,way/25562494,1030.1,"LINESTRING (80.1933682 12.9896609, 80.1933468 12.9895457, 80.193284 12.9892158, 80.1931656 12.9888103, 80.1931488 12.9887276, 80.1930787 12.9883611, 80.1929731 12.9879587, 80.1928615 12.987468, 80.1927293 12.9869088, 80.1926876 12.9867322, 80.1926089 12.9863992, 80.1925544 12.986218, 80.1924964 12.985956, 80.1924217 12.9856126, 80.1923461 12.9852205, 80.192301 12.9849919, 80.1922325 12.9844068, 80.1922253 12.9843357, 80.1921244 12.9836568, 80.1921145 12.9835214, 80.1920289 12.9828515, 80.1919233 12.9818677, 80.1918766 12.9812454, 80.1917865 12.9804971)"
17,,residential,,,,yes,,,way/25562576,88.72,"LINESTRING (80.1935687 12.9912744, 80.1943719 12.9911235)"
18,Murugan Street,residential,,,,,,,way/25562663,260.67,"LINESTRING (80.1962043 12.9697463, 80.1941564 12.9699878, 80.1938197 12.9700333)"
19,Arul Jothi Street,residential,,,asphalt,no,,,way/25562666,280.05,"LINESTRING (80.1920509 12.9684122, 80.1921766 12.9688566, 80.1922025 12.9689916, 80.1923038 12.9695604, 80.1923574 12.9698781, 80.1924178 12.9702875, 80.192517 12.9708996)"
20,Kannagi Street,residential,,,,no,,,way/25562669,430.95,"LINESTRING (80.1962068 12.968966, 80.1952233 12.9690648, 80.1951957 12.9690807, 80.1951434 12.9691382, 80.1950968 12.9691533, 80.1948858 12.9691841, 80.1943778 12.9692581, 80.19426 12.9692753, 80.1923038 12.9695604)"
21,M. G. R. Street,residential,,,asphalt,,,,way/25689285,486.54,"LINESTRING (80.1919642 12.9779758, 80.1918711 12.97758, 80.1917295 12.9771214, 80.1915667 12.9765938, 80.1914381 12.9761773, 80.1912378 12.9755935, 80.1911932 12.975427, 80.1910624 12.9751106, 80.1910436 12.975027, 80.191053 12.9750022, 80.1910892 12.9749617, 80.1912233 12.9749042, 80.191344 12.9748859, 80.1915345 12.9748963, 80.1916166 12.9748886, 80.1916476 12.9748648, 80.1916632 12.9748257, 80.1916866 12.9747021, 80.1917138 12.9746643, 80.1917525 12.9746445, 80.1918056 12.9746292, 80.1921479 12.9745312)"
22,Murugappa Street,tertiary,,,asphalt,,,,way/25689603,573.41,"LINESTRING (80.1922824 12.9748662, 80.1923802 12.9748352, 80.1929939 12.9747282, 80.1931486 12.9747419, 80.1935017 12.9747978, 80.1939175 12.9748579, 80.1943202 12.974953, 80.1951784 12.9751309, 80.1957908 12.9752132, 80.196519 12.975369, 80.1969892 12.9754597, 80.1974719 12.9755516)"
23,Puzhuthivakkam Road,tertiary,,,,,,,way/25689605,557.47,"LINESTRING (80.1964637 12.9723418, 80.195986 12.9723883, 80.1958193 12.9723893, 80.1954423 12.9723925, 80.195236 12.9723983, 80.1949692 12.9724059, 80.1947133 12.9724132, 80.1941674 12.9724337, 80.1939431 12.9726167, 80.1938448 12.9726788, 80.1938041 12.9727036, 80.1937584 12.9727194, 80.1937096 12.9727264, 80.1936 12.9727269, 80.193429 12.9727276, 80.1930807 12.9726555, 80.1928504 12.9725745, 80.1926551 12.9725151, 80.1925334 12.9724986, 80.1924148 12.9724956, 80.1916116 12.972605, 80.1915389 12.9726258, 80.1914709 12.9726442)"
24,Taramani Link Road,primary,2,50,asphalt,yes,,,way/25689918,295.73,"LINESTRING (80.2227628 12.9769934, 80.223144 12.9772234, 80.2235307 12.9774565, 80.2246021 12.9781163, 80.224769 12.9782125, 80.2250841 12.9783943)"
25,Moovarasampettai Main Road,tertiary,,,,,,,way/25690464,89.71,"LINESTRING (80.1891 12.969300135422742, 80.1891916 12.9692758, 80.1893045 12.9692458, 80.1898774 12.9690267)"
26,,residential,,,,,,,way/25774686,194.14,"LINESTRING (80.1922772 12.9734183, 80.1924071 12.9737594, 80.1925662 12.9741746, 80.1925954 12.9742076, 80.192641 12.9742281, 80.1926795 12.9742361, 80.193511 12.9742564)"
27,Union Carbide Colony Main Road,residential,,,,,,,way/25774690,320.42,"LINESTRING (80.1953555 12.973876, 80.19423 12.9738373, 80.1939205 12.9738443, 80.1935233 12.9738477, 80.1934283 12.9738454, 80.1930318 12.9738003, 80.1924071 12.9737594)"
28,,residential,,,,,,,way/25774695,204.63,"LINESTRING (80.1957902 12.9743994, 80.1939059 12.9743191)"
29,,residential,,,,,,,way/25774706,400.7,"LINESTRING (80.1941375 12.9727647, 80.194108 12.9731756, 80.1944721 12.9732432, 80.1948617 12.9733131, 80.1948924 12.9733192, 80.1954742 12.9734341, 80.1955004 12.9734299, 80.1955188 12.9734238, 80.1955326 12.9734099, 80.19556 12.9730917, 80.1955519 12.9730548, 80.1955285 12.9730293, 80.1947401 12.9728772, 80.1941375 12.9727647)"
30,Venkatesa Nagar Main Road,residential,,,asphalt,,,,way/25774708,127.05,"LINESTRING (80.1930807 12.9726555, 80.1930419 12.9728996, 80.1930246 12.9731353, 80.1930309 12.9733682, 80.1930318 12.9738003)"
31,Bhagat Singh Street,residential,,,,,,,way/25774714,260.14,"LINESTRING (80.1941674 12.9724337, 80.1941003 12.9719784, 80.1940767 12.9718188, 80.1940676 12.9717567, 80.1940059 12.9713382, 80.1939959 12.9712705, 80.1939295 12.9708202, 80.1939196 12.9707527, 80.1938687 12.9704077, 80.1938243 12.9701065)"
32,Lakshmi Nagar 4th Stage 2nd Cross Street,residential,,,asphalt,,,,way/25774722,4.67,"LINESTRING (80.189143 12.9718216, 80.1891 12.97182073519553)"
33,பாலாஜி நகர் 7வது தெரு,residential,,,asphalt,,,,way/25774730,166.34,"LINESTRING (80.1915774 12.9729215, 80.1908834 12.9729277, 80.1903696 12.9729522, 80.1900453 12.9729677)"
34,பாலாஜி நகர் 6வது தெரு,residential,2,,asphalt,,,,way/25774733,110.57,"LINESTRING (80.1904079 12.9739509, 80.1903914 12.9734661, 80.1903804 12.9731423, 80.1903696 12.9729522)"
35,பாலாஜி நகர் 10வது தெரு,residential,2,20,asphalt,no,,,way/25774736,144.77,"LINESTRING (80.1898001 12.971682, 80.1898721 12.972016, 80.1899095 12.9721893, 80.1899723 12.9724809, 80.1900361 12.9729063, 80.1900453 12.9729677)"
36,New Colony Main Road,tertiary,,,,,,,way/26551233,294.74,"LINESTRING (80.2018045 12.9897433, 80.2017814 12.9893621, 80.2022449 12.9890777, 80.2028615 12.9887185, 80.2035104 12.9883377, 80.2037983 12.9882327)"
37,,residential,,,,,,,way/26551244,243.23,"LINESTRING (80.2052351 12.9769709, 80.2055517 12.9767181, 80.2056456 12.976624, 80.205667 12.9765011, 80.205659 12.9763548, 80.2055979 12.9759394, 80.2055371 12.9754912, 80.2055075 12.9753492, 80.2054594 12.9749736)"
38,Lake View Road,residential,,,,,,,way/26551307,888.93,"LINESTRING (80.2054838 12.9878045, 80.2069894 12.9876176, 80.2075579 12.9876223, 80.20858 12.9876315, 80.209207 12.987637, 80.2104598 12.9873965, 80.2104945 12.9873945, 80.2114078 12.9873145, 80.2120309 12.9872523, 80.213009 12.9870544, 80.2136016 12.9869345)"
39,Karuneegar Street,residential,,,concrete,,,,way/27273977,256.57,"LINESTRING (80.2009962 12.9901041, 80.2012047 12.991322, 80.2012462 12.9917967, 80.2012327 12.9918303, 80.20128118363482 12.9924)"
40,Ramakrishnapuram 3rd Street,residential,,,,,,,way/27274005,384.14,"LINESTRING (80.2024739 12.989497, 80.2028097 12.9893489, 80.2032355 12.9892153, 80.2038033 12.9891538, 80.2042144 12.9891191, 80.2045338 12.9890615, 80.2048546 12.9889661, 80.2059355 12.9889256)"
41,,residential,,,,,,,way/27274014,110.26,"LINESTRING (80.204218 12.9863579, 80.2052195 12.9861882)"
42,,residential,,,,,,,way/27274040,164.7,"LINESTRING (80.2053913 12.9873359, 80.2044949 12.9874889, 80.2042401 12.9875281, 80.204106 12.9875386, 80.2038903 12.9875332)"
43,,residential,,,,,,,way/27274042,100.92,"LINESTRING (80.2053283 12.9868615, 80.2044107 12.9870115)"
44,Mohanapuri 5th Street,residential,,,,,,,way/27274044,397.57,"LINESTRING (80.2050952 12.9854653, 80.2059396 12.98529, 80.2068834 12.9851028, 80.2077348 12.984934, 80.2086973 12.9848169)"
45,Mohanapuri 4th Street,residential,,,,,,,way/27274048,564.43,"LINESTRING (80.2051565 12.9858202, 80.206003 12.9856578, 80.2067576 12.9855723, 80.2074303 12.9855181, 80.2078212 12.9854249, 80.2083647 12.985382, 80.2091043 12.9854953, 80.2096768 12.9855017, 80.2098972 12.9855041, 80.2103135 12.9855017)"
46,,residential,,,,,,,way/27274050,234.68,"LINESTRING (80.2048945 12.9839602, 80.2053707 12.9839193, 80.205774 12.9838871, 80.2063772 12.9838201, 80.2067096 12.9837927, 80.2070478 12.9837605)"
47,,residential,,,,,,,way/27274055,208.88,"LINESTRING (80.2068777 12.9818813, 80.2069192 12.9821505, 80.20697 12.9826033, 80.2070151 12.9830658, 80.2070284 12.9831996, 80.2070307 12.9832652, 80.2070382 12.9834838, 80.2070478 12.9837605)"
48,,residential,,,,,,,way/27274056,180.72,"LINESTRING (80.2070151 12.9830658, 80.2078659 12.9830097, 80.2086777 12.9829656)"
49,,residential,,,,,,,way/27274066,520.11,"LINESTRING (80.2035104 12.9883377, 80.2035472 12.9878003, 80.2036001 12.9874439, 80.2037122 12.9865969, 80.2037232 12.9864964, 80.2037857 12.9860507, 80.2037934 12.9859081, 80.2037385 12.9855823, 80.2037123 12.9854255, 80.2036677 12.9849758, 80.2038549 12.9849092, 80.204423 12.9848032, 80.2049754 12.9847007)"
50,New Colony 8th Street,residential,,,,,,,way/27274085,287.81,"LINESTRING (80.2037123 12.9854255, 80.2033977 12.9854287, 80.2031449 12.9854858, 80.2027189 12.9855731, 80.2025983 12.9856, 80.2024403 12.9856198, 80.2021283 12.9857016, 80.2017805 12.9857785, 80.2011064 12.9858742)"
51,,residential,,,,,,,way/27274104,373.95,"LINESTRING (80.2014447 12.9839387, 80.2025353 12.9837595, 80.2031816 12.9836471, 80.2048598 12.9835031)"
52,Vallalar Street,residential,2,20,asphalt,,,,way/27274109,468.82,"LINESTRING (80.2017092 12.9854567, 80.2016092 12.985005, 80.2015384 12.9846043, 80.2015316 12.984566, 80.2014761 12.984165, 80.2014447 12.9839387, 80.2014275 12.9837882, 80.2014097 12.9835353, 80.2013754 12.9831618, 80.2013375 12.9828717, 80.2013192 12.9827704, 80.2012653 12.9824084, 80.2011614 12.9818729, 80.2010954 12.9812657)"
53,,residential,,,,,,,way/27274122,209.05,"LINESTRING (80.2011064 12.9858742, 80.2003521 12.9860626, 80.2002149 12.9861402, 80.1997371 12.9861828, 80.199227 12.9861999)"
54,,residential,,,,,,,way/27274123,100.24,"LINESTRING (80.2011758 12.9863045, 80.2002722 12.9864936)"
55,,residential,,,,,,,way/27274148,267.45,"LINESTRING (80.2022449 12.9890777, 80.2021444 12.9885875, 80.2021119 12.9883518, 80.2020933 12.9881033, 80.2020191 12.9876261, 80.2019833 12.9874735, 80.2019468 12.987076, 80.2019672 12.9866844)"
56,New Colony 5th Street,residential,,,,,,,way/27274149,267.32,"LINESTRING (80.201276 12.9867758, 80.2016549 12.9867257, 80.2019672 12.9866844, 80.2024428 12.9866421, 80.2029565 12.9865838, 80.2037232 12.9864964)"
57,,residential,,,,,,,way/27274150,375.01,"LINESTRING (80.2003915 12.9869243, 80.2004509 12.987488, 80.2004495 12.9875544, 80.2004228 12.9876458, 80.2003528 12.987963, 80.2003357 12.9880537, 80.2003093 12.9881933, 80.2002892 12.9882848, 80.2002892 12.9884168, 80.2003482 12.9887419, 80.2004284 12.9891841, 80.2004495 12.9893302, 80.2004555 12.989372, 80.2005456 12.9898237, 80.2005625 12.9898682, 80.2007045 12.9902435)"
58,,residential,,,,,,,way/27274151,107.73,"LINESTRING (80.1994648 12.9876028, 80.2004509 12.987488)"
59,Parthasarathy Nagar 3rd Street,residential,,,asphalt,,,,way/27274156,177.06,"LINESTRING (80.2012493 12.9899836, 80.2008422 12.9884337)"
60,,residential,,,,,,,way/27274160,105.0,"LINESTRING (80.2008422 12.9884337, 80.2009709 12.988397, 80.2008183 12.9875931)"
61,,residential,,,,,,,way/27274184,126.73,"LINESTRING (80.2049417 12.9843539, 80.2037804 12.9844771)"
62,5 Cross Street,residential,,,asphalt,,,,way/27274185,95.21,"LINESTRING (80.2049417 12.9843539, 80.2058157 12.984276)"
63,,service,,,,,,,way/27274192,83.8,"LINESTRING (80.2094527 12.9830039, 80.2094282 12.9833146, 80.2094271 12.9833799, 80.2094207 12.9837604)"
64,,residential,,,,,,,way/27274195,354.19,"LINESTRING (80.2104135 12.987002, 80.2103908 12.9866539, 80.2103774 12.9861877, 80.2103282 12.9857053, 80.2103135 12.9855017, 80.2103678 12.9852584, 80.2103715 12.9850561, 80.2103783 12.9846867, 80.2104068 12.9843444, 80.2104087 12.9838112)"
65,4th Main Road,residential,,,,,,,way/27274197,172.21,"LINESTRING (80.205299 12.9820093, 80.205777 12.9819954, 80.2060319 12.9819483, 80.2063373 12.9819114, 80.2067214 12.9818777, 80.2068777 12.9818813)"
66,Mahalakshmi Nagar 8th Cross Street,residential,,,,,,,way/27274198,147.72,"LINESTRING (80.2064929 12.9832378, 80.20644 12.9827525, 80.2064137 12.9825588, 80.2063881 12.9823833, 80.2063373 12.9819114)"
67,,residential,,,,,,,way/27274201,64.77,"LINESTRING (80.2053707 12.9839193, 80.2053282 12.9833353)"
68,,residential,,,,,,,way/27274204,126.82,"LINESTRING (80.2053282 12.9833353, 80.2064929 12.9832378)"
69,,residential,,,,,,,way/27274218,176.11,"LINESTRING (80.2092987 12.9890682, 80.2093816 12.9894987, 80.2094438 12.9898546, 80.2095183 12.9902409, 80.2095861 12.9905645, 80.2095996 12.9906324)"
70,main road,residential,,,,,,,way/27319407,298.55,"LINESTRING (80.2115508 12.9720213, 80.2106706 12.9721615, 80.2094859 12.9723131, 80.2093767 12.972321, 80.2093363 12.9722852, 80.2093394 12.9717936)"
71,3rd main road sivaram Street,residential,,,,,,,way/27319409,283.06,"LINESTRING (80.2116252 12.9662165, 80.2090356 12.9665268)"
72,ramnagarst 1st main road,residential,,,,,,,way/27319410,287.77,"LINESTRING (80.2117073 12.9667286, 80.2090742 12.9670407)"
73,Subramaniyan Street,residential,,,,,,,way/27319412,290.4,"LINESTRING (80.2117899 12.9672438, 80.2091323 12.9675553)"
74,ramalinganagar street,residential,,,,,,,way/27319413,276.09,"LINESTRING (80.2115442 12.9657114, 80.209014 12.965977)"
75,kalaivanar street,residential,,,,,,,way/27319415,267.51,"LINESTRING (80.2114573 12.9651697, 80.2090117 12.9654764)"
76,4th cross road,residential,,,,,,,way/27319417,299.26,"LINESTRING (80.2118718 12.9677548, 80.2116744 12.967805, 80.2102473 12.9679792, 80.2091397 12.9681144)"
77,n 3rd Street,residential,,,,,,,way/27319418,276.56,"LINESTRING (80.2117124 12.9683291, 80.2091835 12.9686419)"
78,6th Street,residential,,,,,,,way/27319419,285.22,"LINESTRING (80.2118118 12.968817, 80.2092088 12.9691775)"
79,srinivasapuram road,residential,,,,,,,way/27319420,138.74,"LINESTRING (80.2118594 12.9690386, 80.2118118 12.968817, 80.211768 12.9686406, 80.2117124 12.9683291, 80.2117323 12.9682314, 80.2116744 12.967805)"
80,,residential,,,,,,,way/27319423,361.89,"LINESTRING (80.2113537 12.9645233, 80.2114161 12.9649122, 80.2114573 12.9651697, 80.2115268 12.9656028, 80.2115442 12.9657114, 80.2116032 12.9660797, 80.2116252 12.9662165, 80.2116463 12.9663481, 80.2116846 12.9665873, 80.2117073 12.9667286, 80.2117547 12.9670243, 80.2117899 12.9672438, 80.2118718 12.9677548)"
81,,residential,,,,,,,way/27319430,325.72,"LINESTRING (80.2118594 12.9690386, 80.2119027 12.9693065, 80.2118783 12.9693541, 80.211756 12.9693914, 80.209234 12.969712)"
82,Ramasamy Street,residential,,,,,,,way/27319431,279.47,"LINESTRING (80.2118092 12.969897, 80.2113022 12.9699777, 80.2092625 12.9702758)"
83,,residential,,,,,,,way/27319432,420.15,"LINESTRING (80.2119021 12.9703914, 80.2110424 12.9705179, 80.2092853 12.9707242, 80.2088952 12.9707919, 80.2088738 12.9707988, 80.2088597 12.9708105, 80.2088545 12.9708272, 80.2088683 12.9709795, 80.2089384 12.9715862)"
84,,residential,,,,,,,way/27319434,307.09,"LINESTRING (80.212148 12.97145, 80.2105672 12.9716524, 80.2093394 12.9717936)"
85,Srinivasapuram Road,residential,,,,,,,way/27319437,661.03,"LINESTRING (80.2147828 12.9660328, 80.2150322 12.9665404, 80.2150881 12.9667124, 80.2151936 12.9670369, 80.2152436 12.9671854, 80.2153813 12.9675493, 80.2154705 12.9676709, 80.2155408 12.9678512, 80.2155492 12.9679044, 80.215484 12.9680091, 80.2151226 12.9683632, 80.2149414 12.9685545, 80.2143523 12.9685936, 80.2136217 12.9687455, 80.2131771 12.9688213, 80.2128227 12.9688818, 80.2123929 12.9689551, 80.2118594 12.9690386)"
86,,residential,,,,,,,way/27319439,156.17,"LINESTRING (80.2131293 12.9702609, 80.212893 12.9692349, 80.2128227 12.9688818)"
87,Padmavathi Street,residential,,,,,,,way/27319440,366.38,"LINESTRING (80.2147828 12.9660328, 80.2145305 12.9660916, 80.2137445 12.9662852, 80.213715 12.9662761, 80.2136935 12.9662526, 80.2136224 12.9660343, 80.2136023 12.9660199, 80.2135795 12.9660173, 80.2129966 12.9661173, 80.2116463 12.9663481)"
88,Vallal Kumaran Street,residential,,,,,,,way/27319442,322.54,"LINESTRING (80.2144565 12.9651088, 80.2143519 12.965124, 80.212854 12.9653772, 80.2115268 12.9656028)"
89,Vallal Adiyamman Street,residential,,,,,,,way/27319443,316.36,"LINESTRING (80.2143232 12.9646665, 80.214195 12.964657, 80.2127749 12.9649287, 80.2114573 12.9651697)"
90,N 1st Street,residential,,,,,,,way/27319445,124.91,"LINESTRING (80.2129962 12.9675122, 80.2118718 12.9677548)"
91,,residential,,,,,,,way/27319662,320.72,"LINESTRING (80.207117 12.9781124, 80.2090154 12.9779863, 80.2093168 12.9779739, 80.2100678 12.9779429)"
92,,residential,,,,,,,way/27319724,225.7,"LINESTRING (80.2104609 12.9775817, 80.2122065 12.977805, 80.2125242 12.9778418)"
93,,residential,,,,,,,way/27319745,95.61,"LINESTRING (80.2122525 12.9773865, 80.2122065 12.977805, 80.2121558 12.9782455)"
94,,residential,,,,,,,way/27319759,191.96,"LINESTRING (80.2104943 12.9771928, 80.2118465 12.9773366, 80.2122001 12.9773801, 80.2122525 12.9773865)"
95,Chokkalingam Nagar Road,residential,,,,,,,way/27319829,190.91,"LINESTRING (80.2127891 12.9791936, 80.2128289 12.9783732, 80.2129009 12.9775035, 80.2129033 12.9774872, 80.212909 12.977473)"
96,,residential,,,,,,,way/27319879,90.38,"LINESTRING (80.2105243 12.976905, 80.2104943 12.9771928, 80.2104609 12.9775817, 80.2104521 12.9777188)"
97,,residential,,,,,,,way/27319880,20.22,"LINESTRING (80.2103521 12.9768351, 80.2105243 12.976905)"
98,kalki nagar main road,residential,,,,,,,way/27319881,254.48,"LINESTRING (80.2095962 12.9752217, 80.2100305 12.9752216, 80.2100871 12.9752215, 80.2102041 12.9752215, 80.2103144 12.975254, 80.2103431 12.9753018, 80.2103515 12.9753158, 80.2103563 12.9754807, 80.2103588 12.9755589, 80.2103578 12.9758889, 80.2103576 12.9759411, 80.2103555 12.9763208, 80.2103521 12.9768351)"
99,anna nagar 2nd street,residential,,,,,,,way/27319883,212.9,"LINESTRING (80.207117 12.9781124, 80.2071222 12.9781252, 80.2071889 12.978465, 80.2072713 12.9788956, 80.2073446 12.979261, 80.2073716 12.9793955, 80.2074433 12.979753, 80.2074906 12.9800014)"
100,,residential,,,,,,,way/27319884,146.07,"LINESTRING (80.2058294 12.9783687, 80.2064199 12.978023, 80.2069998 12.9777167)"
101,Bhuvaneswari Nager 3rd Street,residential,,,,,,,way/27319889,241.55,"LINESTRING (80.2071889 12.978465, 80.2067535 12.9786626, 80.2058779 12.9791928, 80.205174 12.9793295)"
102,,residential,,,,,,,way/27319890,338.58,"LINESTRING (80.210307 12.97835, 80.2089787 12.9784245, 80.2071889 12.978465)"
103,,residential,,,,,,,way/27319891,185.25,"LINESTRING (80.2089784 12.978862, 80.2072713 12.9788956)"
104,,residential,,,,,,,way/27319894,144.51,"LINESTRING (80.2103069 12.9787681, 80.2089784 12.978862)"
105,,residential,,,,,,,way/27319895,183.87,"LINESTRING (80.2106496 12.9791583, 80.2104884 12.9791713, 80.2089583 12.9792644)"
106,,residential,,,,,,,way/27319897,85.46,"LINESTRING (80.2116564 12.9781717, 80.2116397 12.9785906, 80.2116257 12.9789436)"
107,,residential,,,,,,,way/27319898,241.72,"LINESTRING (80.2106066 12.9813511, 80.2106151 12.9810297, 80.2105501 12.980468, 80.2104884 12.9791713)"
108,Nethaji Colony 6th Cross Street,residential,,,,,,,way/27319899,320.85,"LINESTRING (80.210983 12.982113, 80.2109996 12.9817102, 80.2110351 12.9813117, 80.2110627 12.9806808, 80.2111118 12.9799106, 80.2111385 12.9795738, 80.2111804 12.9792201)"
109,,residential,,,,,,,way/27319901,333.37,"LINESTRING (80.2100629 12.9775665, 80.209302 12.9775255, 80.2091524 12.9775427, 80.208253 12.9776263, 80.2069998 12.9777167)"
110,,residential,,,,,,,way/27319902,136.61,"LINESTRING (80.208253 12.9776263, 80.2082012 12.9772085, 80.2081329 12.9768013, 80.2081252 12.9764001)"
111,mahalakshmi nagar 3rd main road,residential,,,,,,,way/27319905,257.48,"LINESTRING (80.2085845 12.9801897, 80.2086128 12.9807036, 80.2086156 12.9807544, 80.208618 12.9811459, 80.2086588 12.9815502, 80.2086469 12.9818026, 80.2086957 12.9825124)"
