road_id,name,highway,lanes,maxspeed,surface,oneway,bridge,tunnel,osm_id,length_m,geometry_wkt
2010,,residential,,,,,,,way/1189342899,47.57,"LINESTRING (80.2200465 12.977651, 80.2202475 12.9776618, 80.2204842 12.9776763)"
2011,,residential,,,,,,,way/1189342900,45.83,"LINESTRING (80.22026 12.9773153, 80.2202592 12.9773556, 80.2202549 12.9774936, 80.2204954 12.9774967)"
2012,,residential,,,,,,,way/1189342901,45.54,"LINESTRING (80.2202631 12.9771395, 80.22026 12.9773153, 80.2205004 12.9773219)"
2013,,residential,,,,,,,way/1189342902,30.09,"LINESTRING (80.2202663 12.9770696, 80.2202631 12.9771395, 80.220469 12.977145)"
2014,,residential,,,,,,,way/1189342903,34.3,"LINESTRING (80.2202719 12.9769677, 80.2202663 12.9770696, 80.2200542 12.9770714)"
2015,,residential,,,,,,,way/1189342904,60.05,"LINESTRING (80.2202549 12.9774936, 80.2202475 12.9776618, 80.2202397 12.9778287, 80.2204511 12.9778337)"
2016,,residential,,,,,,,way/1189342905,43.6,"LINESTRING (80.2202592 12.9773556, 80.2200503 12.9773523, 80.2200478 12.9775415)"
2017,,residential,,,,,,,way/1189344001,168.16,"LINESTRING (80.221206 12.9775302, 80.2211308 12.9775269, 80.2206096 12.9775033, 80.2205893 12.9775113, 80.2205761 12.9775352, 80.2205741 12.9777885, 80.2205928 12.9777977, 80.2206297 12.9777977, 80.220749 12.9777718, 80.2207955 12.977751, 80.2208617 12.9777346, 80.2209307 12.9777254, 80.2211398 12.9777386, 80.2212061 12.9777428)"
2018,,residential,,,,,,,way/1189344572,150.29,"LINESTRING (80.2219607 12.9775298, 80.2219561 12.9775816, 80.2219258 12.9779195, 80.2219045 12.9779344, 80.2213509 12.9779049, 80.2213657 12.9775746, 80.2213705 12.9775075)"
2019,,service,,,,,,,way/1189345200,159.06,"LINESTRING (80.2211016 12.9797452, 80.2212051 12.9797443, 80.2217123 12.9797803, 80.2217224 12.9797825, 80.2217289 12.9797909, 80.2217069 12.98, 80.2216967 12.9800062, 80.221686 12.9800092, 80.2211898 12.9799937, 80.2210909 12.9799885)"
2020,,service,,,,,,,way/1189346111,77.07,"LINESTRING (80.2211287 12.979223, 80.2212096 12.9792294, 80.2218368 12.9792789)"
2021,,residential,,,,yes,,,way/1189347510,108.36,"LINESTRING (80.2219275 12.9764634, 80.2219239 12.9764891, 80.2219145 12.9765438, 80.221885 12.9767649, 80.2218739 12.9767879, 80.2218562 12.9768023, 80.2212847 12.9767912, 80.2212642 12.9767903, 80.2212169 12.9767901)"
2022,,residential,,,,,,,way/1189352635,75.5,"LINESTRING (80.2037305 12.9712539, 80.2044118 12.9711152)"
2023,,residential,,,,,,,way/1189601696,48.41,"LINESTRING (80.1961237 12.964921, 80.196068 12.9649296, 80.1956808 12.9649734)"
2024,,living_street,,,,,,,way/1189601697,47.13,"LINESTRING (80.1955905 12.9655174, 80.1956404 12.9659406)"
2025,,residential,,,,,,,way/1189602929,89.27,"LINESTRING (80.1985354 12.9659208, 80.1983988 12.9651251)"
2026,,living_street,,,,,,,way/1189602930,49.07,"LINESTRING (80.198694 12.966199, 80.1982496 12.9662814)"
2027,,residential,,,,,,,way/1189602931,38.4,"LINESTRING (80.2013592 12.9658213, 80.2010136 12.9658962)"
2028,,living_street,,,,,,,way/1189610757,34.17,"LINESTRING (80.2176869 12.9884057, 80.2177356 12.9886632, 80.2177444 12.9887094)"
2029,,residential,,,,,,,way/1189624217,61.21,"LINESTRING (80.1957959 12.9916449, 80.1952344 12.9916995)"
2030,,residential,,,,,,,way/1190087889,86.81,"LINESTRING (80.19011178904417 12.9924, 80.1903414 12.992278, 80.1898359 12.9920946)"
2031,,residential,,,,,,,way/1190087890,342.3,"LINESTRING (80.19134281689612 12.9924, 80.1916858 12.992243, 80.1917105 12.9922135, 80.1917104 12.9921784, 80.1898885 12.9914928, 80.1897342 12.9915589, 80.1897121 12.9915901, 80.1896986 12.9916156, 80.1896884 12.9916579, 80.1896928 12.9916911, 80.1898359 12.9920946)"
2032,,residential,,,,,,,way/1190127497,55.73,"LINESTRING (80.2140518 12.9897311, 80.2141076 12.9899731, 80.2141083 12.98998, 80.2141066 12.989986, 80.2141019 12.9899901, 80.2140972 12.9899914, 80.2138657 12.9900369)"
2033,Somasundaram Street,residential,,,,,,,way/1190128136,88.69,"LINESTRING (80.2193372 12.9910729, 80.2191194 12.9911411, 80.2185521 12.9912959)"
2034,,living_street,,,,,,,way/1190128770,101.4,"LINESTRING (80.2192026 12.9870319, 80.2195527 12.9878817)"
2035,,service,,,,,,,way/1190129548,77.57,"LINESTRING (80.2221549 12.9888707, 80.2221316 12.9888409, 80.2217639 12.9882838)"
2036,,service,,,,,,,way/1190129549,210.34,"LINESTRING (80.2216446 12.9892802, 80.2216028 12.9892263, 80.2212203 12.9886749, 80.2212198 12.9886711, 80.221221 12.9886677, 80.2212232 12.9886639, 80.221602 12.9884138, 80.2216089 12.988411, 80.2216191 12.9884107, 80.2216285 12.988415, 80.2216369 12.9884233, 80.2219643 12.9889129, 80.2220104 12.9889818)"
2037,,residential,,,,,,,way/1190129954,90.81,"LINESTRING (80.2201434 12.9881703, 80.2204784 12.9889225)"
2038,,service,,,,,,,way/1190131059,215.55,"MULTILINESTRING ((80.2209708 12.989835, 80.2210046 12.9898857, 80.2210384 12.9899364), (80.2210384 12.9899364, 80.2214019 12.9904824, 80.2213927 12.9905097, 80.2211773 12.9906419, 80.2211564 12.9906388, 80.2208348 12.9901715, 80.2208403 12.9901425, 80.2210384 12.9899364))"
2039,,residential,,,,,,,way/1190132080,59.76,"LINESTRING (80.2219036 12.987436, 80.2218339 12.9872208, 80.2218102 12.9872147, 80.221791 12.987216, 80.221527 12.9872977)"
2040,,service,,,,,,,way/1190144289,11.6,"LINESTRING (80.2222806 12.9722581, 80.2222294 12.9722619, 80.2221739 12.9722652)"
2041,,residential,,,,,,,way/1190145113,103.94,"LINESTRING (80.2271179 12.9729427, 80.2266264 12.9728731, 80.2266056 12.972978, 80.2262577 12.9729228)"
2042,,residential,,,,,,,way/1190297637,34.01,"LINESTRING (80.2261285 12.9841916, 80.2261524 12.9841911, 80.2264419 12.9841852)"
2043,,service,,,,,,,way/1190297959,105.19,"LINESTRING (80.2224252 12.9807615, 80.2224354 12.9812088, 80.2224306 12.9817122)"
2044,,service,,,,,,,way/1190297960,44.38,"LINESTRING (80.2221095 12.9812188, 80.2221169 12.9816199)"
2045,,service,,,,,,,way/1190297961,45.47,"LINESTRING (80.2217918 12.9812285, 80.2217976 12.9816395)"
2046,,residential,,,,,,,way/1190298335,76.88,"LINESTRING (80.2237527 12.9838236, 80.2237534 12.9838113, 80.2237636 12.9836229, 80.2234271 12.9835895, 80.2232625 12.9835731)"
2047,,residential,,,,,,,way/1190298474,63.35,"LINESTRING (80.2225223 12.9838238, 80.2226183 12.9838014, 80.2230787 12.9837135, 80.223093 12.983721)"
2048,Karnam Street,residential,,,,,,,way/1190298613,84.71,"LINESTRING (80.2225553 12.983064, 80.2225812 12.9836924, 80.2225743 12.9837393, 80.2225076 12.9838003)"
2049,,residential,,,,,,,way/1190309118,66.01,"LINESTRING (80.2016951 12.9737346, 80.2017602 12.9740501, 80.20176 12.9740711, 80.2017432 12.9740847, 80.2015078 12.9741117)"
2050,,residential,,,,,,,way/1190309581,92.36,"LINESTRING (80.2033501 12.9715532, 80.2030236 12.9715706, 80.2029995 12.9715562, 80.2029838 12.9715312, 80.2029099 12.9710798)"
2051,,residential,,,,,,,way/1190309582,99.82,"LINESTRING (80.2034523 12.9721373, 80.203194 12.9722211, 80.2031444 12.9722277, 80.2029781 12.9721989, 80.2026529 12.9719245)"
2052,,living_street,,,,,,,way/1190318006,85.65,"LINESTRING (80.1919816 12.9787667, 80.1920572 12.9791125, 80.1921664 12.9795192)"
2053,,residential,,,,,,,way/1190318324,56.16,"LINESTRING (80.196113 12.9794525, 80.1961606 12.979958)"
2054,,residential,,,,,,,way/1190318704,53.41,"LINESTRING (80.196916 12.9785951, 80.1968594 12.9790747)"
2055,Gandhi Street,residential,,,,,,,way/1190319134,76.96,"LINESTRING (80.1988672 12.9804563, 80.1987358 12.9797727)"
2056,,residential,,,,,,,way/1190319492,72.89,"LINESTRING (80.19981 12.978775, 80.1998235 12.9781163)"
2057,Gopinathan Street,residential,,,,,,,way/1190320132,28.41,"LINESTRING (80.199239 12.9762338, 80.199249 12.9764904)"
2058,,residential,,,,,,,way/1190509379,39.24,"LINESTRING (80.2111385 12.9795738, 80.2107789 12.9795356)"
2059,,residential,,,,,,,way/1190523337,41.21,"LINESTRING (80.207543 12.9916678, 80.2074391 12.9913095)"
2060,,residential,,,,,,,way/1190561525,98.59,"LINESTRING (80.2260035 12.9711645, 80.2259094 12.9720509)"
2061,,residential,,,,,,,way/1190561808,30.21,"LINESTRING (80.2284 12.973581864635454, 80.2281219 12.9735679)"
2062,,residential,,,,,,,way/1190576280,60.1,"LINESTRING (80.2260306 12.9730901, 80.2265041 12.9731483, 80.2265798 12.9731606)"
2063,,residential,,,,,,,way/1190576281,78.24,"LINESTRING (80.2265798 12.9731606, 80.2265991 12.9731651, 80.2272883 12.9732923)"
2064,,residential,,,,,,,way/1190577687,105.32,"LINESTRING (80.2199898 12.9733833, 80.2209563 12.9732947)"
2065,,residential,,,,,,,way/1190577688,21.75,"LINESTRING (80.2209563 12.9732947, 80.2209617 12.9734912)"
2066,,residential,,,,,,,way/1190577689,28.09,"LINESTRING (80.2209563 12.9732947, 80.2210742 12.973286, 80.2212145 12.9732757)"
2067,,residential,,,,,,,way/1190577690,76.65,"LINESTRING (80.2228208 12.9734807, 80.2223823 12.9734991, 80.2223793 12.9734564, 80.222376 12.9732368)"
2068,,residential,,,,,,,way/1190577691,125.18,"LINESTRING (80.2223793 12.9734564, 80.2212519 12.9735076, 80.2212269 12.9735047)"
2069,,residential,,,asphalt,,,,way/1190763076,58.33,"LINESTRING (80.2183845 12.9897045, 80.2182117 12.9892557, 80.218198 12.9892312, 80.2181838 12.9892174)"
2070,,living_street,,,,,,,way/1190814307,43.86,"LINESTRING (80.1946304 12.9879635, 80.194536 12.987578)"
2071,,service,,,,,,,way/1190952340,59.61,"LINESTRING (80.1984936 12.9907953, 80.1985651 12.9906932, 80.1985283 12.9904789, 80.1987222 12.990425)"
2072,,residential,,,,,,,way/1191209686,56.36,"LINESTRING (80.2190144 12.9726125, 80.2184971 12.9726589)"
2073,,service,,,,,,,way/1191209687,232.13,"LINESTRING (80.2210349 12.972005, 80.2210869 12.9719944, 80.221116 12.9719707, 80.2211211 12.9719523, 80.2211296 12.9718623, 80.2211107 12.9717558, 80.2210965 12.9716944, 80.2210841 12.9716536, 80.2210726 12.9716417, 80.2197731 12.9718775, 80.2197226 12.9718991, 80.2196631 12.9719371, 80.2196001 12.9719738, 80.219545 12.9720172, 80.2195243 12.9720315, 80.2195102 12.9720414, 80.2194461 12.9720642)"
2074,,residential,,,,,,,way/1191209688,155.03,"LINESTRING (80.2198761 12.9731033, 80.220493 12.972998, 80.2208455 12.9729363, 80.2209869 12.97291, 80.2210155 12.9729141, 80.2210322 12.9729519, 80.2210408 12.9730325, 80.2210472 12.9731767)"
2075,,residential,,,,,,,way/1191210144,43.1,"LINESTRING (80.2060733 12.9667474, 80.2061332 12.9671325)"
2076,,residential,,,,,,,way/1191211656,33.4,"LINESTRING (80.2019483 12.9822938, 80.2022486 12.9822272)"
2077,,residential,,,,,,,way/1191211657,56.33,"LINESTRING (80.201173 12.9808562, 80.2011205 12.9803496)"
2078,,service,,,,,,,way/1191215246,24.45,"LINESTRING (80.2090782 12.9830159, 80.2090707 12.9832368)"
2079,,service,,,,,,,way/1191215247,23.6,"LINESTRING (80.2087024 12.9833645, 80.2089199 12.9833695)"
2080,,service,,,,,,,way/1191215248,21.72,"LINESTRING (80.2092269 12.983376, 80.2094271 12.9833799)"
2081,,service,,,,,,,way/1191215249,23.17,"LINESTRING (80.2090616 12.9837461, 80.2090714 12.9835369)"
2082,,residential,,,,,,,way/1191215251,50.35,"LINESTRING (80.2094783 12.982398, 80.2099424 12.9823937)"
2083,,residential,,,,,,,way/1191718573,57.67,"LINESTRING (80.1996087 12.9638801, 80.1996246 12.9634631, 80.1996381 12.9634239, 80.1996595 12.9633925, 80.199683 12.9633833)"
2084,,residential,,,,,,,way/1191744329,90.85,"LINESTRING (80.1907773 12.9708151, 80.1908021 12.9708119, 80.191242 12.9707544, 80.19128 12.9707508, 80.1912989 12.9707495, 80.191323 12.9707393, 80.1913261 12.9707264, 80.1912909 12.9705707, 80.1912737 12.9704869, 80.1912694 12.9704659)"
2085,,service,,,,,,,way/1191744330,87.42,"LINESTRING (80.1936 12.9727269, 80.1935972 12.972679, 80.1935945 12.9726311, 80.1935917 12.9725353, 80.1935927 12.9724727, 80.1935976 12.9724335, 80.1936089 12.9724048, 80.1936412 12.9723845, 80.1936731 12.9723749, 80.1937175 12.9723743, 80.1937442 12.9723911, 80.1937656 12.9724387, 80.1937904 12.9725346, 80.1937994 12.972646, 80.1938041 12.9727036)"
2086,,residential,,,,,,,way/1191745300,24.08,"LINESTRING (80.194108 12.9731756, 80.1940851 12.9733921)"
2087,,residential,,,,,,,way/1191745740,36.75,"LINESTRING (80.1963411 12.971586, 80.1963745 12.9715806, 80.196458 12.9715672, 80.1965492 12.9715503, 80.1966024 12.9715362, 80.1966708 12.9715131)"
2088,,residential,,,,,,,way/1191755672,12.02,"LINESTRING (80.1891 12.989839557337435, 80.1892087 12.9898184)"
2089,,residential,,,,,,,way/1191764676,63.05,"LINESTRING (80.2229732 12.9686982, 80.2232625 12.9686875, 80.2234226 12.9689265)"
2090,,residential,,,,,,,way/1191804343,33.38,"LINESTRING (80.2005625 12.9898682, 80.2002664 12.9899503)"
2091,,residential,,,,,,,way/1191804344,23.05,"LINESTRING (80.2003357 12.9880537, 80.2005471 12.9880329)"
2092,,residential,,,,,,,way/1191972032,7.01,"LINESTRING (80.2284 12.978821567323651, 80.2283355 12.9788177)"
2093,,residential,,,,,,,way/1191973302,77.09,"LINESTRING (80.2280216 12.9752096, 80.2278267 12.9751879, 80.2278024 12.9751896, 80.2277806 12.9752072, 80.2277625 12.9752539, 80.2277507 12.9752944, 80.2277291 12.9753836, 80.2279986 12.9754343)"
2094,,residential,,,,,,,way/1191973303,18.26,"LINESTRING (80.2277291 12.9753836, 80.2276898 12.9755441)"
2095,,service,,,,,,,way/1191974815,37.8,"LINESTRING (80.2230849 12.9761473, 80.2230841 12.9761256, 80.2230734 12.9758058)"
2096,,residential,,,,,,,way/1191975196,32.36,"LINESTRING (80.2240014 12.9761044, 80.2240285 12.9758131)"
2097,,residential,,,,yes,,,way/1192038211,177.18,"LINESTRING (80.1946242 12.9834124, 80.1944902 12.9834568, 80.1941613 12.983552, 80.1940392 12.9835832, 80.1939995 12.9835738, 80.1939751 12.9835423, 80.1939143 12.9832003, 80.1939319 12.9831817, 80.1939609 12.9831683, 80.1944634 12.9830048)"
2098,,residential,,,,,,,way/1192039373,64.09,"LINESTRING (80.1980197 12.9816758, 80.1981268 12.9822455)"
2099,,residential,,,,,,,way/1192040138,28.85,"LINESTRING (80.1994283 12.9841265, 80.1991643 12.9841575)"
2100,,residential,,,,,,,way/1192126336,55.6,"LINESTRING (80.197518 12.9622864, 80.1976542 12.9627709)"
2101,,residential,,,,,,,way/1192636613,18.72,"LINESTRING (80.2041294 12.9734235, 80.2043019 12.9734198)"
2102,,residential,,,,,,,way/1193956201,54.09,"LINESTRING (80.1980178 12.9647756, 80.1980471 12.9652637)"
2103,Karuneegar Street,residential,,,,,,,way/1194200628,35.17,"LINESTRING (80.2026431 12.9917043, 80.2025938 12.9917079, 80.2023198 12.9917281)"
2104,,residential,,,,,,,way/1194683751,27.36,"LINESTRING (80.2058225 12.9716044, 80.2057807 12.9713605)"
2105,Alumni Avenue,service,,35,asphalt,,,,way/1200999471,669.89,"LINESTRING (80.2276346 12.9902332, 80.2274875 12.9902027, 80.2273537 12.9901892, 80.2272555 12.9901747, 80.2266113 12.9900608, 80.2264169 12.9900571, 80.2261963 12.9901153, 80.225983 12.9901457, 80.2258893 12.9901527, 80.2257636 12.9901268, 80.2255597 12.9900285, 80.2253438 12.9898742, 80.2251878 12.9897739, 80.2250337 12.9896872, 80.2247887 12.9896122, 80.2245714 12.98958, 80.2243006 12.9895542, 80.2237761 12.9895241, 80.2236512 12.9894433, 80.2235266 12.9893499, 80.2233929 12.9891684, 80.2233473 12.9887293, 80.2233212 12.9886196, 80.2233088 12.9884242, 80.2232896 12.9882983, 80.2232738 12.9879751, 80.2232393 12.9876005)"
2106,Velachery Upper Flyover,primary,,,,yes,yes,,way/1201588256,539.56,"LINESTRING (80.2248166 12.9781831, 80.2228202 12.9769565, 80.2224214 12.9767141, 80.2219842 12.9764383, 80.2215738 12.9761809, 80.2214758 12.9761156, 80.2213034 12.9759994, 80.2210294 12.9757944, 80.2209646 12.9757511, 80.2209235 12.9757259, 80.2208423 12.9756871, 80.2207455 12.9756531, 80.2206706 12.9756388, 80.2205984 12.9756328)"
2107,Velachery Upper Flyover,primary,,,,yes,yes,,way/1201588257,44.89,"LINESTRING (80.2205984 12.9756328, 80.2205283 12.9756348, 80.2204539 12.9756479, 80.2203906 12.9756654, 80.220321 12.9756933, 80.2202728 12.9757177, 80.2202138 12.9757596)"
2108,,residential,,,,,,,way/1203445443,76.26,"LINESTRING (80.2143368 12.9866607, 80.2136345 12.9866891)"
2109,,service,,,,,,,way/1203450235,55.33,"LINESTRING (80.2111016 12.986918, 80.2113853 12.9868986, 80.2116101 12.9868796)"
2110,,residential,,,,,,,way/1205144949,132.72,"LINESTRING (80.2003605 12.9630789, 80.2002804 12.963094, 80.2002482 12.9630926, 80.2002314 12.9630775, 80.2002131 12.9630262, 80.2001899 12.9630049, 80.200147 12.9629944, 80.2001275 12.962978, 80.2001139 12.9629447, 80.2001055 12.9629095, 80.2000833 12.9628935, 80.2000418 12.9628935, 80.1997423 12.9629372, 80.1997012 12.9629615, 80.1996817 12.9629904, 80.1996756 12.9630565, 80.199683 12.9633833)"
2111,,service,,,,,,,way/1205484742,176.6,"LINESTRING (80.2193515 12.9718275, 80.2194954 12.9718015, 80.2198973 12.9717287, 80.219919 12.9717128, 80.2199253 12.9716846, 80.2198854 12.9714522, 80.2198741 12.9714198, 80.2198479 12.971391, 80.2194989 12.9714564, 80.219475 12.9714736, 80.2194734 12.9715027, 80.2194887 12.9715579, 80.2194261 12.9715772, 80.2192707 12.9716252)"
2112,,primary_link,,,asphalt,,,,way/1206879466,10.09,"LINESTRING (80.2178496 12.9833506, 80.2179426 12.9833477)"
2113,,residential,,,,,,,way/1207183517,72.32,"LINESTRING (80.2144047 12.9805572, 80.2144083 12.9805458, 80.214409 12.9805308, 80.2144188 12.9802379, 80.2144181 12.9801133, 80.2144024 12.9799048)"
2114,,residential,,,,,,,way/1207183518,98.42,"LINESTRING (80.2144024 12.9799048, 80.2134958 12.9798739)"
2115,,service,,,,,,,way/1207686600,125.46,"LINESTRING (80.209044 12.9843492, 80.2090445 12.9848237, 80.2089037 12.9848429, 80.2089055 12.9851102, 80.2091245 12.9851156, 80.2091241 12.9851536)"
2116,,residential,,,,,,,way/1207692142,13.68,"LINESTRING (80.200325 12.9914747, 80.2004471 12.9914438)"
2117,,living_street,,,,,,,way/1207692143,27.37,"LINESTRING (80.200325 12.9914747, 80.2002117 12.9912537)"
2118,,living_street,,,,,,,way/1207692144,57.17,"LINESTRING (80.2004471 12.9914438, 80.2002884 12.990951)"
2119,,residential,,,,,,,way/1207692145,16.62,"LINESTRING (80.2006002 12.9914387, 80.2004471 12.9914438)"
2120,Kakkan Nagar Main Road,tertiary,,,,,,,way/1207695460,44.24,"LINESTRING (80.2048137 12.9883313, 80.2047744 12.9880362, 80.2047748 12.9879339)"
2121,Kakkan Nagar Main Road,tertiary,,,,,yes,,way/1207695461,28.42,"LINESTRING (80.2048306 12.9885877, 80.2048137 12.9883313)"
2122,,residential,,,,,,,way/1207942517,61.8,"LINESTRING (80.2115839 12.97507, 80.2115316 12.9754526, 80.2115103 12.9756239)"
2123,,residential,,,,,,,way/1207942518,50.05,"LINESTRING (80.2115316 12.9754526, 80.2110718 12.9754161)"
2124,,service,,,,,,,way/1207942825,56.81,"LINESTRING (80.2130515 12.9751917, 80.2130675 12.9751922, 80.2135743 12.9752203)"
2125,,service,,,,,,,way/1207942826,17.62,"LINESTRING (80.2133424 12.9755102, 80.2133427 12.9756695)"
2126,,residential,,,,,,,way/1207943988,40.66,"LINESTRING (80.2143338 12.9754498, 80.2145152 12.9754137, 80.2147011 12.9753767)"
2127,,residential,,,,,,,way/1207943989,33.43,"LINESTRING (80.2151578 12.9752233, 80.2148497 12.975227)"
2128,,residential,,,,,,,way/1207943990,87.41,"LINESTRING (80.2151733 12.9756818, 80.2151986 12.9761267, 80.2152203 12.9764706)"
2129,,residential,,,,,,,way/1207947963,26.72,"LINESTRING (80.2181118 12.9788349, 80.218113 12.9787453, 80.2181151 12.9785934)"
2130,,residential,,,,,,,way/1207947964,52.29,"LINESTRING (80.2176332 12.9785881, 80.2178671 12.9785892, 80.2181151 12.9785934)"
2131,,residential,,,,,,,way/1207947965,53.97,"LINESTRING (80.218129 12.9783595, 80.2180488 12.9783562, 80.2178739 12.9783491, 80.2176318 12.9783435)"
2132,,service,,,,,,,way/1207949011,143.68,"LINESTRING (80.2188374 12.9788292, 80.2187361 12.9788038, 80.218677 12.978789, 80.2183036 12.9787501, 80.2182944 12.9787585, 80.2182937 12.9787757, 80.2182846 12.97907, 80.2182972 12.9790781, 80.2183122 12.9790798, 80.2186282 12.9791163, 80.218649 12.9791187, 80.218732 12.9791283)"
2133,,service,,,,,,,way/1207949012,36.59,"LINESTRING (80.2186282 12.9791163, 80.218677 12.978789)"
2134,,residential,,,,,,,way/1207949291,35.59,"LINESTRING (80.2192542 12.9796446, 80.2191856 12.9799592)"
2135,,residential,,,,,,,way/1207949292,29.94,"LINESTRING (80.2191856 12.9799592, 80.2191164 12.9802212)"
2136,,residential,,,,,,,way/1207950111,46.34,"LINESTRING (80.2210851 12.9777904, 80.221075 12.9782092)"
2137,,residential,,,,,,,way/1207951261,44.53,"LINESTRING (80.2202347 12.9797292, 80.2202354 12.9800502, 80.2202356 12.9801317)"
2138,,residential,,,,yes,,,way/1207951262,325.55,"LINESTRING (80.221155 12.9786104, 80.2211121 12.9786085, 80.2210448 12.9785986, 80.2198375 12.9785704, 80.2198091 12.978575, 80.2197946 12.9785882, 80.2197873 12.9787561, 80.2198021 12.9787883, 80.2198274 12.9788019, 80.2204596 12.9788652, 80.2204752 12.9788865, 80.2204757 12.9789347, 80.2205029 12.9789718, 80.221022 12.9790211, 80.2211109 12.9790296, 80.2211391 12.9790322)"
2139,,residential,,,,,,,way/1207951263,46.81,"LINESTRING (80.221022 12.9790211, 80.2210448 12.9785986)"
2140,,service,,,,,,,way/1207953479,174.99,"LINESTRING (80.2210755 12.9802805, 80.2211529 12.9802857, 80.221738 12.9803249, 80.2217496 12.9803105, 80.2217737 12.9801062, 80.2217695 12.9800696, 80.2211681 12.980042, 80.2210873 12.9800405)"
2141,,residential,,,,,,,way/1207980366,126.25,"LINESTRING (80.2219145 12.9765438, 80.2218804 12.9765181, 80.2217016 12.976398, 80.221637 12.9763644, 80.2215114 12.9763203, 80.2212875 12.9763308, 80.2212799 12.9763364, 80.2212847 12.9767912)"
2142,,residential,,,,,,,way/1214252080,47.71,"LINESTRING (80.2092046 12.9886469, 80.2092987 12.9890682)"
2143,,residential,,,,,,,way/1214252081,85.85,"LINESTRING (80.2078836 12.9907532, 80.2086308 12.9904976)"
2144,,residential,,,,,,,way/1214252082,42.68,"LINESTRING (80.2096648 12.9909728, 80.2092877 12.9910826)"
2145,,residential,,,,,,,way/1215230225,101.06,"LINESTRING (80.2055544 12.9814925, 80.2054633 12.9814999, 80.2051782 12.9815525, 80.2046298 12.9815938)"
2146,,service,,,,,,,way/1215230226,145.15,"LINESTRING (80.2055458 12.9814257, 80.2055544 12.9814925, 80.2055654 12.9815787, 80.2056304 12.9816231, 80.2057258 12.9816142, 80.205872 12.9815874, 80.2061386 12.9815386, 80.2066776 12.9814232, 80.2067114 12.9814203)"
2147,,service,,,,,,,way/1215230227,40.62,"LINESTRING (80.205872 12.9815874, 80.2057951 12.9812281)"
2148,,residential,,,,,,,way/1215245334,72.0,"LINESTRING (80.2097091 12.9850165, 80.2103715 12.9850561)"
2149,,residential,,,,,,,way/1215245335,30.57,"LINESTRING (80.2097419 12.9846948, 80.2100236 12.9847009)"
2150,,residential,,,,,,,way/1219684637,91.69,"LINESTRING (80.2135356 12.9794747, 80.2143804 12.9794987)"
2151,,residential,,,,,,,way/1219684638,39.25,"LINESTRING (80.2143804 12.9794987, 80.2143845 12.9791439)"
2152,,service,,,,,,,way/1219684796,19.6,"LINESTRING (80.2182592 12.9804939, 80.2181427 12.980473, 80.218081 12.980465)"
2153,,residential,,,,,,,way/1219963671,88.7,"LINESTRING (80.2144292 12.9829472, 80.2136694 12.9829086, 80.2136359 12.9829099, 80.2136162 12.9829219)"
2154,,service,,,,,,,way/1220178672,92.12,"LINESTRING (80.2179644 12.9821535, 80.218181 12.9822034, 80.2181765 12.9825907, 80.217945 12.9825835)"
2155,,service,,,,,yes,,way/1220190571,6.49,"LINESTRING (80.2105257 12.9735667, 80.2105586 12.9736157)"
2156,,service,,,,,,,way/1220190572,5.4,"LINESTRING (80.2104983 12.973526, 80.2105257 12.9735667)"
2157,,service,,,,,,,way/1220190573,9.34,"LINESTRING (80.210892 12.9733063, 80.2108344 12.9732436)"
2158,,service,,,,,yes,,way/1220190574,6.51,"LINESTRING (80.2109324 12.9733498, 80.210892 12.9733063)"
2159,,residential,,,,,,,way/1220190851,128.73,"LINESTRING (80.2137377 12.9711012, 80.2149071 12.9709047)"
2160,6th Main Road,residential,2,,asphalt,no,,,way/1220190852,154.81,"LINESTRING (80.2130157 12.9725725, 80.2129833 12.9719031, 80.2129814 12.9717389, 80.2129941 12.9717023, 80.213042 12.9716838, 80.213524 12.971629)"
2161,,residential,,,,,,,way/1220232976,56.77,"LINESTRING (80.2020514 12.9845068, 80.2015316 12.984566)"
2162,,residential,,,,,,,way/1220232977,32.42,"LINESTRING (80.201987 12.9842206, 80.2020514 12.9845068)"
2163,,residential,,,,,,,way/1220233845,15.02,"LINESTRING (80.2010145 12.9841838, 80.2011528 12.9841782)"
2164,,residential,,,,,,,way/1220235287,43.6,"LINESTRING (80.2017092 12.9854567, 80.2021022 12.9853745)"
2165,Vanalar Street,residential,,,,,,,way/1220235288,36.43,"LINESTRING (80.2017805 12.9857785, 80.2017092 12.9854567)"
2166,,residential,,,,,,,way/1220247481,41.43,"LINESTRING (80.2101598 12.9800789, 80.2101311 12.9797055)"
2167,,residential,,,,,,,way/1221507808,58.05,"LINESTRING (80.1986509 12.9833366, 80.1987557 12.9838512)"
2168,,residential,,,,,,,way/1221508230,97.37,"LINESTRING (80.2024377 12.9848744, 80.2026879 12.9848213, 80.2033174 12.9847002)"
2169,,residential,,,,,,,way/1221510071,27.6,"LINESTRING (80.2058157 12.984276, 80.2060683 12.9842461)"
2170,,residential,,,,,,,way/1221510365,147.38,"LINESTRING (80.2006924 12.9808873, 80.201173 12.9808562, 80.2014982 12.9808352, 80.2020484 12.9808093)"
2171,,residential,,,,,,,way/1221669839,82.71,"LINESTRING (80.1976432 12.9916251, 80.1977887 12.992359)"
2172,,residential,,,,,,,way/1221685160,39.11,"LINESTRING (80.2097322 12.9912983, 80.2093872 12.9914009)"
2173,,residential,,,,,,,way/1221685161,7.29,"LINESTRING (80.20974057632586 12.9924, 80.2097277 12.9923353)"
